time	I(C1)	I(C2)	I(L1)
1.162597155582311e+002	2.690084e-002	-2.276452e-002	1.305303e+000
1.165168584153739e+002	2.530514e-002	-2.122751e-002	1.306528e+000
1.167740012725167e+002	2.358241e-002	-1.956264e-002	1.307905e+000
1.170311441296596e+002	2.173264e-002	-1.776991e-002	1.309434e+000
1.172882869868024e+002	1.975584e-002	-1.584932e-002	1.311115e+000
1.175454298439453e+002	1.765201e-002	-1.380087e-002	1.312947e+000
1.177168584153738e+002	1.621628e-002	-1.240164e-002	1.314221e+000
1.178882869868024e+002	1.476166e-002	-1.098317e-002	1.315528e+000
1.180597155582310e+002	1.328814e-002	-9.545466e-003	1.316868e+000
1.182311441296595e+002	1.179572e-002	-8.088528e-003	1.318242e+000
1.184025727010881e+002	1.028440e-002	-6.612354e-003	1.319648e+000
1.185740012725166e+002	8.754184e-003	-5.116945e-003	1.321088e+000
1.187454298439452e+002	7.205071e-003	-3.602300e-003	1.322560e+000
1.191454298439452e+002	3.613197e-003	-8.960404e-005	1.326032e+000
1.193454298439452e+002	1.828925e-003	1.655733e-003	1.327786e+000
1.194454298439452e+002	9.427583e-004	2.522594e-003	1.328665e+000
1.195454298439451e+002	6.171130e-005	3.384443e-003	1.329543e+000
1.196454298439451e+002	-8.133721e-004	4.240434e-003	1.330420e+000
1.198454298439451e+002	-2.542327e-003	5.931521e-003	1.332168e+000
1.200454298439451e+002	-4.237582e-003	7.589327e-003	1.333901e+000
1.203454298439451e+002	-6.703520e-003	9.999866e-003	1.336458e+000
1.206454298439451e+002	-9.059135e-003	1.230100e-002	1.338945e+000
1.209454298439451e+002	-1.128540e-002	1.447368e-002	1.341341e+000
1.212454298439451e+002	-1.336477e-002	1.650035e-002	1.343626e+000
1.215454298439450e+002	-1.528129e-002	1.836504e-002	1.345781e+000
1.218454298439450e+002	-1.702069e-002	2.005348e-002	1.347790e+000
1.224025727010878e+002	-1.974443e-002	2.268498e-002	1.351143e+000
1.229597155582307e+002	-2.172785e-002	2.457878e-002	1.353770e+000
1.235168584153735e+002	-2.297095e-002	2.573487e-002	1.355673e+000
1.240740012725163e+002	-2.347374e-002	2.615326e-002	1.356850e+000
1.246311441296591e+002	-2.323620e-002	2.583394e-002	1.357302e+000
1.251882869868020e+002	-2.225836e-002	2.477691e-002	1.357030e+000
1.257454298439448e+002	-2.054019e-002	2.298218e-002	1.356032e+000
1.260168584153734e+002	-1.947470e-002	2.188017e-002	1.355273e+000
1.262882869868019e+002	-1.830489e-002	2.067436e-002	1.354388e+000
1.265597155582305e+002	-1.703076e-002	1.936475e-002	1.353379e+000
1.268311441296590e+002	-1.565230e-002	1.795134e-002	1.352244e+000
1.271025727010876e+002	-1.416951e-002	1.643413e-002	1.350983e+000
1.273740012725161e+002	-1.258240e-002	1.481313e-002	1.349598e+000
1.276454298439447e+002	-1.089097e-002	1.308833e-002	1.348087e+000
1.278168584153733e+002	-9.801491e-003	1.197803e-002	1.347096e+000
1.279882869868018e+002	-8.700073e-003	1.085598e-002	1.346083e+000
1.281597155582304e+002	-7.586715e-003	9.722185e-003	1.345047e+000
1.283311441296590e+002	-6.461415e-003	8.576641e-003	1.343988e+000
1.285025727010875e+002	-5.324175e-003	7.419348e-003	1.342907e+000
1.286740012725161e+002	-4.174994e-003	6.250308e-003	1.341803e+000
1.288454298439446e+002	-3.013872e-003	5.069519e-003	1.340676e+000
1.289168584153732e+002	-2.532897e-003	4.580403e-003	1.340206e+000
1.289882869868018e+002	-2.052794e-003	4.092192e-003	1.339735e+000
1.290597155582303e+002	-1.573564e-003	3.604885e-003	1.339263e+000
1.291311441296589e+002	-1.095207e-003	3.118483e-003	1.338790e+000
1.292025727010875e+002	-6.177228e-004	2.632985e-003	1.338316e+000
1.292740012725161e+002	-1.411111e-004	2.148392e-003	1.337841e+000
1.293454298439446e+002	3.346278e-004	1.664704e-003	1.337365e+000
1.295454298439446e+002	1.655146e-003	3.220934e-004	1.336033e+000
1.296454298439446e+002	2.308766e-003	-3.424805e-004	1.335369e+000
1.297454298439446e+002	2.957117e-003	-1.001725e-003	1.334706e+000
1.299454298439446e+002	4.235540e-003	-2.301754e-003	1.333387e+000
1.301454298439446e+002	5.485563e-003	-3.573144e-003	1.332083e+000
1.304454298439445e+002	7.297149e-003	-5.416341e-003	1.330165e+000
1.307454298439445e+002	9.019321e-003	-7.169599e-003	1.328307e+000
1.310454298439445e+002	1.063810e-002	-8.818956e-003	1.326524e+000
1.313454298439445e+002	1.214068e-002	-1.035160e-002	1.324831e+000
1.316454298439445e+002	1.351549e-002	-1.175598e-002	1.323243e+000
1.319454298439445e+002	1.475228e-002	-1.302186e-002	1.321770e+000
1.324882869868016e+002	1.660891e-002	-1.492979e-002	1.319399e+000
1.330311441296587e+002	1.793385e-002	-1.630461e-002	1.317551e+000
1.335740012725158e+002	1.872710e-002	-1.714632e-002	1.316228e+000
1.341168584153729e+002	1.898866e-002	-1.745492e-002	1.315429e+000
1.346597155582300e+002	1.871852e-002	-1.723042e-002	1.315153e+000
1.352025727010871e+002	1.791670e-002	-1.647280e-002	1.315402e+000
1.357454298439442e+002	1.658318e-002	-1.518208e-002	1.316175e+000
1.360025727010871e+002	1.579791e-002	-1.441667e-002	1.316726e+000
1.362597155582299e+002	1.494110e-002	-1.357946e-002	1.317363e+000
1.365168584153728e+002	1.401277e-002	-1.267045e-002	1.318085e+000
1.367740012725156e+002	1.301291e-002	-1.168964e-002	1.318894e+000
1.370311441296585e+002	1.194152e-002	-1.063702e-002	1.319789e+000
1.372882869868013e+002	1.079860e-002	-9.512607e-003	1.320769e+000
1.375454298439441e+002	9.584156e-003	-8.316390e-003	1.321836e+000
1.377168584153727e+002	8.756502e-003	-7.500750e-003	1.322576e+000
1.378882869868013e+002	7.918754e-003	-6.674905e-003	1.323334e+000
1.380597155582298e+002	7.070913e-003	-5.838856e-003	1.324111e+000
1.382311441296584e+002	6.212979e-003	-4.992602e-003	1.324906e+000
1.384025727010869e+002	5.344951e-003	-4.136143e-003	1.325719e+000
1.385740012725155e+002	4.466830e-003	-3.269479e-003	1.326550e+000
1.387454298439441e+002	3.578615e-003	-2.392611e-003	1.327400e+000
1.388168584153726e+002	3.210359e-003	-2.029052e-003	1.327755e+000
1.388882869868012e+002	2.842589e-003	-1.665960e-003	1.328111e+000
1.389597155582298e+002	2.475303e-003	-1.303335e-003	1.328467e+000
1.390311441296583e+002	2.108504e-003	-9.411767e-004	1.328825e+000
1.391025727010869e+002	1.742189e-003	-5.794853e-004	1.329184e+000
1.391740012725155e+002	1.376360e-003	-2.182607e-004	1.329543e+000
1.392454298439440e+002	1.011016e-003	1.424969e-004	1.329904e+000
1.393454298439440e+002	5.021099e-004	6.450119e-004	1.330409e+000
1.394454298439440e+002	-4.096385e-006	1.144863e-003	1.330913e+000
1.395454298439440e+002	-5.071157e-004	1.641562e-003	1.331418e+000
1.397454298439440e+002	-1.501673e-003	2.623584e-003	1.332424e+000
1.399454298439440e+002	-2.477786e-003	3.587301e-003	1.333422e+000
1.402454298439440e+002	-3.899400e-003	4.990576e-003	1.334897e+000
1.405454298439440e+002	-5.259506e-003	6.332647e-003	1.336333e+000
1.408454298439440e+002	-6.547048e-003	7.602450e-003	1.337719e+000
1.411454298439439e+002	-7.751794e-003	8.789753e-003	1.339043e+000
1.414454298439439e+002	-8.864422e-003	9.885225e-003	1.340294e+000
1.420597155582296e+002	-1.083880e-002	1.182544e-002	1.342650e+000
1.426740012725153e+002	-1.229931e-002	1.325286e-002	1.344507e+000
1.432882869868010e+002	-1.324597e-002	1.416747e-002	1.345865e+000
1.439025727010866e+002	-1.367877e-002	1.456928e-002	1.346723e+000
1.445168584153723e+002	-1.359771e-002	1.445829e-002	1.347082e+000
1.451311441296580e+002	-1.300279e-002	1.383449e-002	1.346942e+000
1.457454298439437e+002	-1.189401e-002	1.269789e-002	1.346303e+000
1.460025727010865e+002	-1.130033e-002	1.209281e-002	1.345878e+000
1.462597155582294e+002	-1.065289e-002	1.143414e-002	1.345387e+000
1.465168584153722e+002	-9.951696e-003	1.072186e-002	1.344832e+000
1.467740012725151e+002	-9.196745e-003	9.955979e-003	1.344212e+000
1.470311441296579e+002	-8.388037e-003	9.136498e-003	1.343528e+000
1.472882869868007e+002	-7.525573e-003	8.263418e-003	1.342779e+000
1.475454298439436e+002	-6.609352e-003	7.336736e-003	1.341966e+000
1.477168584153721e+002	-5.985222e-003	6.705713e-003	1.341402e+000
1.478882869868007e+002	-5.353693e-003	6.067355e-003	1.340824e+000
1.480597155582292e+002	-4.714763e-003	5.421660e-003	1.340233e+000
1.482311441296578e+002	-4.068434e-003	4.768629e-003	1.339629e+000
1.484025727010864e+002	-3.414705e-003	4.108263e-003	1.339010e+000
1.485740012725150e+002	-2.753577e-003	3.440560e-003	1.338379e+000
1.487454298439435e+002	-2.085048e-003	2.765521e-003	1.337733e+000
1.488168584153721e+002	-1.807960e-003	2.485738e-003	1.337464e+000
1.488882869868006e+002	-1.531283e-003	2.206376e-003	1.337194e+000
1.489597155582292e+002	-1.255016e-003	1.927436e-003	1.336923e+000
1.490311441296578e+002	-9.791594e-004	1.648916e-003	1.336652e+000
1.491025727010863e+002	-7.037139e-004	1.370818e-003	1.336380e+000
1.491740012725149e+002	-4.286791e-004	1.093141e-003	1.336107e+000
1.492454298439435e+002	-1.540550e-004	8.158857e-004	1.335833e+000
1.493454298439435e+002	2.283968e-004	4.297673e-004	1.335451e+000
1.494454298439435e+002	6.087213e-004	4.579648e-005	1.335068e+000
1.495454298439435e+002	9.865500e-004	-3.356583e-004	1.334686e+000
1.497454298439434e+002	1.733268e-003	-1.089568e-003	1.333924e+000
1.499454298439434e+002	2.465699e-003	-1.829112e-003	1.333168e+000
1.502454298439434e+002	3.531538e-003	-2.905473e-003	1.332052e+000
1.505454298439434e+002	4.550134e-003	-3.934417e-003	1.330966e+000
1.508454298439434e+002	5.513154e-003	-4.907614e-003	1.329919e+000
1.511454298439434e+002	6.412898e-003	-5.817367e-003	1.328920e+000
1.514454298439433e+002	7.242359e-003	-6.656670e-003	1.327977e+000
1.520597155582290e+002	8.707742e-003	-8.141653e-003	1.326205e+000
1.526740012725147e+002	9.784122e-003	-9.237024e-003	1.324812e+000
1.532882869868004e+002	1.047150e-002	-9.942786e-003	1.323798e+000
1.539025727010861e+002	1.076987e-002	-1.025894e-002	1.323163e+000
1.545168584153717e+002	1.067924e-002	-1.018548e-002	1.322906e+000
1.551311441296574e+002	1.019960e-002	-9.722408e-003	1.323029e+000
1.557454298439431e+002	9.330959e-003	-8.869728e-003	1.323530e+000
1.560025727010859e+002	8.870424e-003	-8.415731e-003	1.323859e+000
1.562597155582288e+002	8.369654e-003	-7.921411e-003	1.324237e+000
1.565168584153716e+002	7.828650e-003	-7.386767e-003	1.324663e+000
1.567740012725145e+002	7.247412e-003	-6.811799e-003	1.325137e+000
1.570311441296573e+002	6.625939e-003	-6.196508e-003	1.325661e+000
1.572882869868002e+002	5.964233e-003	-5.540893e-003	1.326232e+000
1.575454298439430e+002	5.262292e-003	-4.844954e-003	1.326853e+000
1.577168584153716e+002	4.784583e-003	-4.371200e-003	1.327283e+000
1.578882869868001e+002	4.301522e-003	-3.892057e-003	1.327722e+000
1.580597155582287e+002	3.813108e-003	-3.407524e-003	1.328172e+000
1.582311441296573e+002	3.319340e-003	-2.917602e-003	1.328632e+000
1.584025727010858e+002	2.820220e-003	-2.422290e-003	1.329102e+000
1.585740012725144e+002	2.315747e-003	-1.921589e-003	1.329582e+000
1.587454298439429e+002	1.805921e-003	-1.415498e-003	1.330072e+000
1.588168584153715e+002	1.594679e-003	-1.205802e-003	1.330277e+000
1.588882869868001e+002	1.383792e-003	-9.964549e-004	1.330482e+000
1.589597155582286e+002	1.173259e-003	-7.874564e-004	1.330687e+000
1.590311441296572e+002	9.630812e-004	-5.788064e-004	1.330893e+000
1.591025727010858e+002	7.532578e-004	-3.705049e-004	1.331099e+000
1.591740012725144e+002	5.437890e-004	-1.625520e-004	1.331306e+000
1.592454298439429e+002	3.346748e-004	4.505236e-005	1.331514e+000
1.593454298439429e+002	4.351794e-005	3.341055e-004	1.331804e+000
1.594454298439429e+002	-2.459442e-004	6.214755e-004	1.332094e+000
1.596454298439429e+002	-8.186736e-004	1.190055e-003	1.332672e+000
1.598454298439429e+002	-1.381329e-003	1.748607e-003	1.333247e+000
1.601454298439429e+002	-2.201804e-003	2.563012e-003	1.334098e+000
1.604454298439428e+002	-2.988014e-003	3.343252e-003	1.334927e+000
1.607454298439428e+002	-3.733531e-003	4.082897e-003	1.335729e+000
1.610454298439428e+002	-4.432398e-003	4.775989e-003	1.336496e+000
1.613454298439428e+002	-5.079170e-003	5.417082e-003	1.337222e+000
1.618168584153713e+002	-5.993471e-003	6.322662e-003	1.338293e+000
1.622882869867999e+002	-6.732774e-003	7.053456e-003	1.339199e+000
1.627597155582284e+002	-7.297081e-003	7.609464e-003	1.339940e+000
1.632311441296570e+002	-7.686390e-003	7.990687e-003	1.340517e+000
1.637025727010855e+002	-7.900701e-003	8.197124e-003	1.340929e+000
1.641740012725141e+002	-7.940015e-003	8.228775e-003	1.341176e+000
1.646454298439426e+002	-7.804332e-003	8.085640e-003	1.341259e+000
1.649597155582283e+002	-7.603727e-003	7.880170e-003	1.341196e+000
1.652740012725140e+002	-7.342210e-003	7.613868e-003	1.341065e+000
1.655882869867997e+002	-7.019781e-003	7.286735e-003	1.340866e+000
1.659025727010854e+002	-6.636440e-003	6.898771e-003	1.340600e+000
1.662168584153711e+002	-6.192187e-003	6.449975e-003	1.340266e+000
1.665311441296568e+002	-5.687021e-003	5.940347e-003	1.339865e+000
1.668454298439425e+002	-5.120944e-003	5.369888e-003	1.339396e+000
1.670597155582282e+002	-4.714245e-003	4.960245e-003	1.339048e+000
1.672740012725139e+002	-4.295788e-003	4.538876e-003	1.338683e+000
1.674882869867996e+002	-3.865572e-003	4.105783e-003	1.338301e+000
1.677025727010853e+002	-3.423597e-003	3.660965e-003	1.337902e+000
1.679168584153710e+002	-2.969864e-003	3.204421e-003	1.337486e+000
1.681311441296567e+002	-2.504371e-003	2.736153e-003	1.337054e+000
1.683454298439424e+002	-2.027120e-003	2.256160e-003	1.336604e+000
1.691454298439423e+002	-2.482389e-004	4.673221e-004	1.334875e+000
1.692454298439423e+002	-2.764849e-005	2.455179e-004	1.334655e+000
1.693454298439423e+002	1.918201e-004	2.484237e-005	1.334435e+000
1.694454298439423e+002	4.099538e-004	-1.944917e-004	1.334216e+000
1.696454298439423e+002	8.413775e-004	-6.282962e-004	1.333777e+000
1.698454298439423e+002	1.264973e-003	-1.054246e-003	1.333342e+000
1.701454298439423e+002	1.882199e-003	-1.674956e-003	1.332699e+000
1.704454298439423e+002	2.473059e-003	-2.269241e-003	1.332071e+000
1.707454298439423e+002	3.032708e-003	-2.832258e-003	1.331466e+000
1.710454298439422e+002	3.556661e-003	-3.359524e-003	1.330887e+000
1.713454298439422e+002	4.040826e-003	-3.846948e-003	1.330339e+000
1.719740012725136e+002	4.917978e-003	-4.730735e-003	1.329285e+000
1.726025727010850e+002	5.561506e-003	-5.380688e-003	1.328458e+000
1.732311441296564e+002	5.971409e-003	-5.796807e-003	1.327858e+000
1.738597155582278e+002	6.147688e-003	-5.979092e-003	1.327486e+000
1.744882869867992e+002	6.090342e-003	-5.927543e-003	1.327341e+000
1.751168584153706e+002	5.799372e-003	-5.642160e-003	1.327424e+000
1.757454298439420e+002	5.274777e-003	-5.122943e-003	1.327734e+000
1.760025727010848e+002	5.004488e-003	-4.854807e-003	1.327930e+000
1.762597155582276e+002	4.711589e-003	-4.564031e-003	1.328154e+000
1.765168584153705e+002	4.396080e-003	-4.250616e-003	1.328404e+000
1.767740012725134e+002	4.057961e-003	-3.914561e-003	1.328683e+000
1.770311441296562e+002	3.697231e-003	-3.555866e-003	1.328989e+000
1.772882869867990e+002	3.313892e-003	-3.174531e-003	1.329322e+000
1.775454298439419e+002	2.907942e-003	-2.770557e-003	1.329683e+000
1.777168584153704e+002	2.632059e-003	-2.495976e-003	1.329932e+000
1.778882869867990e+002	2.353360e-003	-2.218567e-003	1.330187e+000
1.780597155582275e+002	2.071844e-003	-1.938329e-003	1.330448e+000
1.782311441296561e+002	1.787511e-003	-1.655262e-003	1.330714e+000
1.784025727010847e+002	1.500362e-003	-1.369367e-003	1.330985e+000
1.785740012725132e+002	1.210396e-003	-1.080642e-003	1.331262e+000
1.787454298439418e+002	9.176134e-004	-7.890892e-004	1.331545e+000
1.788168584153704e+002	7.963782e-004	-6.683630e-004	1.331663e+000
1.788882869867989e+002	6.753905e-004	-5.478823e-004	1.331781e+000
1.789597155582275e+002	5.546502e-004	-4.276470e-004	1.331899e+000
1.790311441296561e+002	4.341574e-004	-3.076572e-004	1.332018e+000
1.791025727010846e+002	3.139120e-004	-1.879128e-004	1.332136e+000
1.791740012725132e+002	1.939141e-004	-6.841388e-005	1.332255e+000
1.792454298439418e+002	7.416362e-005	5.083956e-005	1.332375e+000
1.793454298439418e+002	-9.249515e-005	2.168058e-004	1.332541e+000
1.795454298439418e+002	-4.224838e-004	5.454209e-004	1.332874e+000
1.797454298439417e+002	-7.469845e-004	8.685631e-004	1.333205e+000
1.800454298439417e+002	-1.220771e-003	1.340340e-003	1.333695e+000
1.803454298439417e+002	-1.675486e-003	1.793079e-003	1.334174e+000
1.806454298439417e+002	-2.107398e-003	2.223047e-003	1.334638e+000
1.809454298439417e+002	-2.513036e-003	2.626773e-003	1.335082e+000
1.812454298439417e+002	-2.889224e-003	3.001082e-003	1.335503e+000
1.816740012725131e+002	-3.377965e-003	3.487194e-003	1.336071e+000
1.821025727010845e+002	-3.784204e-003	3.890863e-003	1.336563e+000
1.825311441296559e+002	-4.107941e-003	4.212089e-003	1.336978e+000
1.829597155582273e+002	-4.349176e-003	4.450871e-003	1.337316e+000
1.833882869867987e+002	-4.507910e-003	4.607210e-003	1.337577e+000
1.838168584153701e+002	-4.584141e-003	4.681105e-003	1.337762e+000
1.842454298439415e+002	-4.577871e-003	4.672557e-003	1.337870e+000
1.845740012725129e+002	-4.506309e-003	4.599283e-003	1.337883e+000
1.849025727010843e+002	-4.393763e-003	4.485056e-003	1.337852e+000
1.852311441296557e+002	-4.240235e-003	4.329875e-003	1.337777e+000
1.855597155582271e+002	-4.045723e-003	4.133741e-003	1.337656e+000
1.858882869867985e+002	-3.810229e-003	3.896654e-003	1.337491e+000
1.862168584153699e+002	-3.533751e-003	3.618613e-003	1.337282e+000
1.865454298439414e+002	-3.216290e-003	3.299618e-003	1.337028e+000
1.867740012725128e+002	-2.979671e-003	3.061948e-003	1.336831e+000
1.870025727010842e+002	-2.734061e-003	2.815300e-003	1.336621e+000
1.872311441296556e+002	-2.479461e-003	2.559674e-003	1.336400e+000
1.874597155582270e+002	-2.215871e-003	2.295072e-003	1.336166e+000
1.876882869867984e+002	-1.943290e-003	2.021492e-003	1.335920e+000
1.879168584153698e+002	-1.661720e-003	1.738934e-003	1.335661e+000
1.881454298439413e+002	-1.371159e-003	1.447400e-003	1.335390e+000
1.891454298439412e+002	-9.432792e-005	1.664484e-004	1.334154e+000
1.892454298439412e+002	3.221534e-005	3.950558e-005	1.334027e+000
1.893454298439412e+002	1.580494e-004	-8.672583e-005	1.333901e+000
1.895454298439412e+002	4.071049e-004	-3.365694e-004	1.333649e+000
1.897454298439412e+002	6.518840e-004	-5.821279e-004	1.333398e+000
1.900454298439412e+002	1.009015e-003	-9.404117e-004	1.333027e+000
1.903454298439411e+002	1.351451e-003	-1.283981e-003	1.332665e+000
1.906454298439411e+002	1.676377e-003	-1.610023e-003	1.332315e+000
1.909454298439411e+002	1.981182e-003	-1.915925e-003	1.331979e+000
1.912454298439411e+002	2.263479e-003	-2.199300e-003	1.331662e+000
1.917025727010839e+002	2.652003e-003	-2.589431e-003	1.331206e+000
1.921597155582267e+002	2.969043e-003	-2.908040e-003	1.330818e+000
1.926168584153696e+002	3.214600e-003	-3.155129e-003	1.330496e+000
1.930740012725124e+002	3.388674e-003	-3.330696e-003	1.330242e+000
1.935311441296553e+002	3.491265e-003	-3.434742e-003	1.330054e+000
1.939882869867981e+002	3.522373e-003	-3.467267e-003	1.329934e+000
1.944454298439409e+002	3.481997e-003	-3.428271e-003	1.329881e+000
1.946025727010837e+002	3.450223e-003	-3.396964e-003	1.329882e+000
1.947597155582266e+002	3.410755e-003	-3.357959e-003	1.329892e+000
1.949168584153694e+002	3.363593e-003	-3.311256e-003	1.329909e+000
1.950740012725123e+002	3.308737e-003	-3.256855e-003	1.329935e+000
1.952311441296552e+002	3.246187e-003	-3.194756e-003	1.329969e+000
1.953882869867980e+002	3.175943e-003	-3.124959e-003	1.330011e+000
1.955454298439408e+002	3.098005e-003	-3.047465e-003	1.330062e+000
1.956454298439408e+002	3.045135e-003	-2.994874e-003	1.330098e+000
1.959025727010837e+002	2.893242e-003	-2.843693e-003	1.330206e+000
1.961597155582265e+002	2.728079e-003	-2.679234e-003	1.330331e+000
1.964168584153694e+002	2.549647e-003	-2.501495e-003	1.330472e+000
1.966740012725122e+002	2.357945e-003	-2.310476e-003	1.330629e+000
1.969311441296551e+002	2.152974e-003	-2.106179e-003	1.330802e+000
1.971882869867979e+002	1.934734e-003	-1.888602e-003	1.330992e+000
1.974454298439407e+002	1.703224e-003	-1.657746e-003	1.331197e+000
1.976168584153693e+002	1.545678e-003	-1.500632e-003	1.331339e+000
1.977882869867979e+002	1.386374e-003	-1.341754e-003	1.331484e+000
1.979597155582264e+002	1.225312e-003	-1.181115e-003	1.331633e+000
1.981311441296550e+002	1.062491e-003	-1.018714e-003	1.331785e+000
1.983025727010835e+002	8.979127e-004	-8.545497e-004	1.331940e+000
1.984740012725121e+002	7.315756e-004	-6.886237e-004	1.332098e+000
1.986454298439407e+002	5.634804e-004	-5.209355e-004	1.332260e+000
1.987168584153692e+002	4.938351e-004	-4.514588e-004	1.332328e+000
1.987882869867978e+002	4.243086e-004	-3.821001e-004	1.332396e+000
1.988597155582264e+002	3.549008e-004	-3.128594e-004	1.332463e+000
1.989311441296549e+002	2.856117e-004	-2.437368e-004	1.332532e+000
1.990025727010835e+002	2.164413e-004	-1.747323e-004	1.332600e+000
1.990740012725121e+002	1.473896e-004	-1.058458e-004	1.332668e+000
1.991454298439406e+002	7.845664e-005	-3.707731e-005	1.332736e+000
1.992454298439406e+002	-1.751754e-005	5.866761e-005	1.332832e+000
1.993454298439406e+002	-1.129290e-004	1.538511e-004	1.332928e+000
1.995454298439406e+002	-3.016972e-004	3.421671e-004	1.333119e+000
1.998454298439406e+002	-5.783703e-004	6.181713e-004	1.333403e+000
2.001454298439406e+002	-8.451957e-004	8.843389e-004	1.333682e+000
2.004454298439406e+002	-1.099959e-003	1.138455e-003	1.333953e+000
2.007454298439405e+002	-1.340589e-003	1.378449e-003	1.334214e+000
2.010454298439405e+002	-1.565176e-003	1.602410e-003	1.334463e+000
2.014311441296548e+002	-1.832019e-003	1.868465e-003	1.334768e+000
2.018168584153690e+002	-2.061284e-003	2.096957e-003	1.335039e+000
2.022025727010833e+002	-2.252970e-003	2.287886e-003	1.335276e+000
2.025882869867976e+002	-2.407078e-003	2.441253e-003	1.335478e+000
2.029740012725119e+002	-2.523607e-003	2.557058e-003	1.335646e+000
2.033597155582261e+002	-2.602558e-003	2.635299e-003	1.335780e+000
2.037454298439404e+002	-2.643931e-003	2.675978e-003	1.335880e+000
2.041025727010832e+002	-2.639712e-003	2.671131e-003	1.335930e+000
2.044597155582260e+002	-2.605815e-003	2.636617e-003	1.335948e+000
2.048168584153689e+002	-2.542240e-003	2.572436e-003	1.335935e+000
2.051740012725117e+002	-2.448986e-003	2.478588e-003	1.335890e+000
2.055311441296546e+002	-2.326053e-003	2.355074e-003	1.335813e+000
2.058882869867974e+002	-2.173443e-003	2.201893e-003	1.335705e+000
2.062454298439402e+002	-1.991154e-003	2.019046e-003	1.335566e+000
2.064882869867974e+002	-1.855426e-003	1.882944e-003	1.335456e+000
2.067311441296545e+002	-1.713035e-003	1.740185e-003	1.335338e+000
2.069740012725116e+002	-1.563982e-003	1.590767e-003	1.335211e+000
2.072168584153687e+002	-1.408266e-003	1.434692e-003	1.335075e+000
2.074597155582259e+002	-1.245887e-003	1.271960e-003	1.334931e+000
2.077025727010830e+002	-1.076846e-003	1.102569e-003	1.334777e+000
2.079454298439401e+002	-9.011421e-004	9.265203e-004	1.334615e+000
2.080882869867973e+002	-7.972822e-004	8.224598e-004	1.334518e+000
2.082311441296544e+002	-6.931438e-004	7.181224e-004	1.334420e+000
2.083740012725116e+002	-5.887269e-004	6.135081e-004	1.334320e+000
2.085168584153687e+002	-4.840316e-004	5.086168e-004	1.334220e+000
2.086597155582258e+002	-3.790579e-004	4.034487e-004	1.334118e+000
2.088025727010829e+002	-2.738057e-004	2.980037e-004	1.334016e+000
2.089454298439401e+002	-1.682750e-004	1.922818e-004	1.333912e+000
2.091454298439401e+002	-2.212692e-005	4.586843e-005	1.333767e+000
2.092454298439401e+002	5.042172e-005	-2.681174e-005	1.333694e+000
2.093454298439401e+002	1.225261e-004	-9.904693e-005	1.333622e+000
2.095454298439400e+002	2.651251e-004	-2.419054e-004	1.333477e+000
2.098454298439400e+002	4.739855e-004	-4.511495e-004	1.333262e+000
2.101454298439400e+002	6.752358e-004	-6.527773e-004	1.333051e+000
2.104454298439400e+002	8.672060e-004	-8.451187e-004	1.332846e+000
2.107454298439400e+002	1.048337e-003	-1.026614e-003	1.332649e+000
2.110454298439400e+002	1.217190e-003	-1.195827e-003	1.332461e+000
2.114311441296542e+002	1.417453e-003	-1.396542e-003	1.332231e+000
2.118168584153685e+002	1.589159e-003	-1.568692e-003	1.332027e+000
2.122025727010827e+002	1.732310e-003	-1.712277e-003	1.331850e+000
2.125882869867970e+002	1.846905e-003	-1.827297e-003	1.331698e+000
2.129740012725113e+002	1.932944e-003	-1.913752e-003	1.331572e+000
2.133597155582255e+002	1.990427e-003	-1.971642e-003	1.331472e+000
2.137454298439398e+002	2.019355e-003	-2.000967e-003	1.331399e+000
2.141025727010826e+002	2.013956e-003	-1.995929e-003	1.331363e+000
2.144597155582255e+002	1.986164e-003	-1.968492e-003	1.331351e+000
2.148168584153683e+002	1.935980e-003	-1.918655e-003	1.331363e+000
2.151740012725112e+002	1.863403e-003	-1.846418e-003	1.331399e+000
2.155311441296540e+002	1.768433e-003	-1.751783e-003	1.331458e+000
2.158882869867968e+002	1.651071e-003	-1.634747e-003	1.331542e+000
2.162454298439397e+002	1.511316e-003	-1.495313e-003	1.331649e+000
2.164740012725111e+002	1.413993e-003	-1.398192e-003	1.331728e+000
2.167025727010825e+002	1.312129e-003	-1.296527e-003	1.331812e+000
2.169311441296539e+002	1.205723e-003	-1.190318e-003	1.331903e+000
2.171597155582253e+002	1.094776e-003	-1.079566e-003	1.331999e+000
2.173882869867967e+002	9.792874e-004	-9.642689e-004	1.332102e+000
2.176168584153681e+002	8.592572e-004	-8.444283e-004	1.332210e+000
2.178454298439396e+002	7.346856e-004	-7.200436e-004	1.332324e+000
2.179882869867967e+002	6.562501e-004	-6.417239e-004	1.332397e+000
2.181311441296539e+002	5.775192e-004	-5.631078e-004	1.332471e+000
2.182740012725110e+002	4.984929e-004	-4.841955e-004	1.332546e+000
2.184168584153681e+002	4.191713e-004	-4.049868e-004	1.332622e+000
2.185597155582252e+002	3.395542e-004	-3.254819e-004	1.332698e+000
2.187025727010824e+002	2.596417e-004	-2.456807e-004	1.332776e+000
2.188454298439395e+002	1.794338e-004	-1.655831e-004	1.332854e+000
2.190454298439395e+002	6.821589e-005	-5.451823e-005	1.332964e+000
2.191454298439395e+002	1.294581e-005	6.759586e-007	1.333019e+000
